num	count	word
1621	5	white	
1622	26	who	
1623	1	whoever	
1624	1	whom	
1625	16	why	
1626	1	wide	
1627	1	wife	
1628	33	will	
1629	1	win	
1630	1	wind	
1631	1	wisdom	
1632	2	wisely	
1633	41	with	
1634	3	without	
1635	5	woman	
1636	3	women	
1637	3	won	
1638	20	work	
1639	5	worked	
1640	2	worker	
1641	11	workers	
1642	4	workforce	
1643	6	working	
1644	2	works	
1645	22	world	
1646	1	worsened	
1647	1	worth	
1648	2	worthy	
1649	4	would	
1650	1	wrenching	
1651	5	write	
1652	1	wrong	
1653	2	wrote	
1654	17	year	
1655	25	years	
1656	1	yes	
1657	3	yet	
1658	2	york	
1659	28	you	
1660	8	young	
1661	1	younger	
1662	9	your	
1663	1	zero	
